article_id,sentence_id,sentence_text,start_char,end_char,label,technique
article761334950,139,So many Catholics in the last 40 years assumed that under the “conservatives” John Paul II and Benedict XVI at least the Vatican was “onside.” At least in Rome they understood the terrible threat of the Bolshie VaticanTwoist revolutionaries.,20931,21172,1,"Loaded Language, Fear Appeal"
article761546223,7,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",923,1025,1,"Loaded Language, Name Calling"
article761546223,8,Whom do you consider to be the most corrupt Democrat Politician?,1026,1090,1,"Loaded Language, Name Calling"
article761546223,9,Whom do you consider to be the most corrupt Democrat Politician?,1091,1155,1,"Loaded Language, Name Calling"
article761546223,25,"However, unlike government schools, my curriculum never puts ideological indoctrination ahead of education.",3199,3306,1,Exaggeration
article761564397,7,There is usually a six-month period that must lapse before the lawsuit actually is filed.,1335,1424,1,General Persuasion
article761564397,12,"He said he only wanted service mementos, but federal prosecutors argued he was a disgruntled sailor who had put national security at risk by taking photos showing the submarine's propulsion system and reactor compartment and then obstructed justice by destroying a laptop and camera.",2057,2340,1,"Loaded Language, Fear Appeal"
article761610997,7,"That GOP set out to create a new world order where dictatorships were threatened with ""regime change,"" and democratic capitalism was the new order of the ages.",667,826,1,"Loaded Language, Fear Appeal"
article761674108,9,"Flake calls Trump ""dangerous to our democracy.""",1135,1182,1,"Loaded Language, Fear Appeal"
article761674108,10,But the real threat Trump represents is to the GOP establishment's control of the party's agenda and the party's destiny.,1183,1304,1,"Loaded Language, Fear Appeal"
article761674108,24,"With the Cold War over for a quarter of a century, what is the case now for America, $20 trillion in debt, going abroad in search of monsters to destroy?",2747,2900,1,"Loaded Language, Fear Appeal"
article761674108,42,"Goldwater lost badly, but the establishment that abandoned him never had its patrimony restored.",4918,5014,1,Exaggeration
article761874505,7,"He said he only wanted service mementos, but federal prosecutors argued he was a disgruntled sailor who had put national security at risk by taking photos showing the submarine’s propulsion system and reactor compartment and then obstructed justice by destroying a laptop and camera.",1401,1684,1,"Loaded Language, Fear Appeal"
article761874505,12,There is usually a six-month period that must elapse before the lawsuit actually is actually filed.,2143,2242,1,General Persuasion
article761874505,16,The government actively destroyed his life an made it all but impossible for his family to get back on track.,2710,2819,1,"Loaded Language, Fear Appeal"
article761897089,2,"Fox News reports:
take our poll - story continues below Whom do you consider to be the most corrupt Democrat Politician?",765,885,1,"Loaded Language, Name Calling"
article761897089,3,Whom do you consider to be the most corrupt Democrat Politician?,886,950,1,"Loaded Language, Name Calling"
article761897089,4,Whom do you consider to be the most corrupt Democrat Politician?,951,1015,1,"Loaded Language, Name Calling"
article761897089,14,There is usually a six-month period that must lapse before the lawsuit actually is filed.,2087,2176,1,General Persuasion
article761897089,18,"Following an interview with the FBI in 2012, he destroyed all evidence of the pictures, meaning the Naval Criminal Investigative Service could not confirm his claims that he did not share the photos with unauthorized people.",3129,3353,1,"Loaded Language, Fear Appeal, Name Calling"
article761897089,27,"I think it's great that Mr. Saucier has been pardoned, I really do, but I continue to ask what a lot of Americans continue to ask, why does the known criminal Hillary Clinton remain at large in our country with her corrupt foundation taking in billions, her trashing our Republic and continuing to have a national voice?",4371,4691,1,"Loaded Language, Name Calling"
article761969692,1,"| Articles

Finally, the shocking surge in immigrant displacement of American workers and in the immigrant workforce, which began in January and completely undid the improvement we had begun hopefully to call the “Trump Effect” has stalled.",93,333,1,"Loaded Language, Exaggeration"
article761969692,16,"Nd anyway, they almost never report the immigration dimension.",2101,2163,1,Exaggeration
article762147609,7,Whom do you consider to be the most corrupt Democrat Politician?,941,1005,1,"Loaded Language, Name Calling"
article762147609,18,"While Iran told the U.N. nuclear watchdog agency on Tuesday that it plans only to increase enrichment within limits set by 2015 deal, the announcement came with threats from a top Iranian official that the activities could be quickly expanded.",3594,3837,1,"Loaded Language, Fear Appeal"
article762147609,37,"“The only reason this transaction wasn’t executed was because two U.S. banks refused, even though the administration asked them to help convert the money.”
Such sanctions, he added, “are a vital foreign policy tool, and the U.S. government should never work to actively undermine their enforcement or effectiveness.”",8996,9312,1,Exaggeration
article762160164,8,"The report by the Senate Permanent Subcommittee on Investigations revealed that under President Barack Obama, the Treasury Department issued a license in February 2016, never previously disclosed, that would have allowed Iran to convert $5.7 billion it held at a bank in Oman from Omani rials into euros by exchanging them first into U.S. dollars.",697,1044,1,Exaggeration
article762160164,23,"But the report from the Republican members of the Senate panel showed that a draft of the license was indeed prepared, though it was never published.",2720,2869,1,Exaggeration
article762160164,24,"And when questioned by lawmakers about the possibility of granting Iran any kind of access to the U.S. financial system, Obama-era officials never volunteered that the specific license for Bank Muscat in Oman had been issued two months earlier.",2870,3114,1,Exaggeration
article762200179,5,"They said the Republican senators never interviewed former Obama administration officials involved, and noted that no Democrats were involved.",1143,1285,1,Exaggeration
article762200179,11,"""As the United States begins to re-impose sanctions on Iran and Iranian entities, our European allies must understand and appreciate that doing business with Iran is no longer permissible,"" the source said.",2027,2233,1,General Persuasion
article762200179,16,"JUST WATCHED Bolton: US will impose all pre-deal Iran sanctions Replay More Videos ... MUST WATCH Bolton: US will impose all pre-deal Iran sanctions 03:05
The majority report by the Permanent Subcommittee on Investigation says that the US Treasury, at the instruction of the US State Department, granted a license to convert the $5.7 billion briefly into American dollars so it could be converted into euros.",2650,3058,1,General Persuasion
article762200179,31,"JUST WATCHED Pompeo lays out US list of demands for Iran Replay More Videos ... MUST WATCH Pompeo lays out US list of demands for Iran 02:40
Blanc argued that the administration was transparent with Congress, referencing Lew's own testimony.",5502,5743,1,General Persuasion
article762206044,3,"In a lengthy report by Rosiak at The Daily Caller News Foundation, he writes:
take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",534,714,1,"Loaded Language, Name Calling"
article762206044,4,Whom do you consider to be the most corrupt Democrat Politician?,715,779,1,"Loaded Language, Name Calling"
article762206044,5,Whom do you consider to be the most corrupt Democrat Politician?,780,844,1,"Loaded Language, Name Calling"
article762206044,23,"The article details a series of people who say they were then subject to retaliation, including widow Bushra Bibi who said, “now Imran was threatening her with dire consequences.”
A third source, who’s familiar with Imran Awan, told TheDCNF that Awan recounted the intervention in the foreign criminal matter and that Awan said it was Wasserman Schultz who intervened.",4175,4543,1,"Loaded Language, Fear Appeal, Name Calling"
article762206044,46,"That led to a tense exchange recorded on video in May 2017, in which Wasserman Schultz threatened the chief of the Capitol Police with “consequences” for not returning the laptop.",8685,8864,1,"Loaded Language, Fear Appeal"
article762340819,7,"Blind to corruption and out of his depth, but there have been worse than he as well.",1763,1847,1,"Loaded Language, Name Calling"
article762340819,23,The definition of treason is giving aid and comfort to the enemy.,3146,3211,1,Name Calling
article762340819,24,"The leaders of the Islamic Republic of Iran order their people to chant “Death to America” in mosques every Friday, and repeatedly vow that they will ultimately destroy the United States of America and the state of Israel.",3212,3434,1,"Loaded Language, Fear Appeal"
article762340819,26,"Other Presidents have been incompetent, corrupt, dishonest, but which has committed treason on a scale to rival the treason of Barack Obama?",3541,3681,1,"Loaded Language, Name Calling"
article762546428,19,But humans are taught at a young age to never question this and that belief has kept most of humanity enslaved for centuries.,2989,3114,1,Exaggeration
article762956953,0,"Iran Admits To Aiding Al-Qaeda and Facilitating 9/11 Jihad Terror Attacks

This has long been known, although the mainstream media dismissed it as a conspiracy theory.",0,167,1,Fear Appeal
article762956953,3,"Now consider this: even though, as President of the United States, Barack Obama had access to information that the general public does not have, and certainly knew of Iran’s involvement in the 9/11 attacks, Obama still pursued the Iran nuclear deal and gave billions to the Islamic Republic.",269,560,1,Fear Appeal
article762956953,4,"The Iran nuclear deal should never have proceeded — President Obama, the worst president in American history .",561,671,1,Exaggeration
article762956953,5,"“Iran Admits To Facilitating 9/11 Terror Attacks,” by Adam Kredo, Washington Free Beacon, June 8, 2018:
Iranian officials, in a first, have admitted to facilitating the 9/11 terrorist attacks in the U.S. by secretly aiding the free travel of al Qaeda operatives who eventually went on to fly commercial airliners into the Twin Towers in New York City, according to new remarks from a senior Iranian official.",672,1080,1,"Fear Appeal, Appeal to Authority"
article762956953,6,"Mohammad-Javad Larijani, an international affairs assistant in the Iran’s judiciary, disclosed in Farsi-language remarks broadcast on Iran’s state-controlled television that Iranian intelligence officials secretly helped provide the al Qaeda attackers with passage and gave them refuge in the Islamic Republic, according to an English translation published by Al Arabiya.",1081,1452,1,"Fear Appeal, Appeal to Authority"
article762956953,9,The remarks represent the first time senior Iranian officials have publicly admitted to aiding al Qaeda and playing a direct role in facilitating the 9/11 attacks.,1769,1932,1,Fear Appeal
article762956953,10,The U.S. government has long accused Iran of playing a role in the attacks and even fined the Islamic Republic billions as a result.,1933,2065,1,Fear Appeal
article762956953,11,The U.S. 9/11 Commission assembled to investigate the attacks concluded that Iran played a role in facilitating the al Qaeda terrorists.,2066,2202,1,Fear Appeal
article763260610,0,"The Eerie Silence

In a recent communication between Randy Credico, an Assange supporter, comic and radio producer, and Adam Schiff, the ranking member on the House Judiciary Committee, Assange’s fear of arrest and extradition to the US was confirmed by the leader of the Russia-gate frenzy.",0,291,1,Fear Appeal
article763260610,6,"As every false accusation has fallen away, every bogus smear shown to be the work of political enemies, Julian stands vindicated as one who has exposed a system that threatens humanity.",921,1106,1,"Loaded Language, Fear Appeal"
article763260610,8,"The fakery of Russia-gate, the collusion of a corrupt media and the shame of a legal system that pursues truth-tellers have not been able to hold back the raw truth of WikiLeaks revelations.",1365,1555,1,"Loaded Language, Name Calling"
article763260610,9,"They have not won, not yet, and they have not destroyed the man.",1556,1620,1,"Loaded Language, Fear Appeal"
article763260610,11,Julian Assange has never been more isolated.,1677,1721,1,Exaggeration
article763260610,18,John Pilger: I have never known anything like it.,2361,2410,1,Exaggeration
article763260610,33,"The injustice done to this man is legion, both in terms of the bogus Swedish case and now the fact that he must remain in the embassy and can’t leave without being arrested, extradited to the United States and ending up in a hell hole.",3956,4191,1,General Persuasion
article763260610,44,I have never known anything quite like it in my career.,5066,5121,1,Exaggeration
article763260610,46,There has always been a so-called mainstream which really comes down to great power in media.,5148,5241,1,Exaggeration
article763260610,47,"It has always existed, particularly in the United States.",5242,5299,1,Exaggeration
article763260610,64,"One of Assange’s great tormentors, The Guardian‘s Luke Harding, made a great deal of money with a Hollywood version of a book that he and David Lee wrote in which they basically attacked their source.",6845,7045,1,Fear Appeal
article763260610,78,"DB: Randy Credico, because of his work and his decision to devote a very high-profile series to the persecution of Julian Assange, recently found himself under attack.",8509,8676,1,Fear Appeal
article763260610,79,"He went to the White House Press Roast and, after having a nice discussion with Congressman Schiff, he yelled out “What about Julian Assange?” The room was packed full of reporters but Randy was attacked and dragged out.",8677,8897,1,Fear Appeal
article763260610,90,"It is both shocking and surreal, which of course the Julian Assange case is as well.",9683,9767,1,Loaded Language
article763260610,91,But real journalism should be able to get through the shocking and the surreal and get to the truth.,9768,9868,1,Loaded Language
article763260610,98,Never has there been a collusion like the one between the U.S. and Israel.,10201,10275,1,Exaggeration
article763260610,128,This is critical information because it tells us how power works and we will never learn about it otherwise.,13482,13590,1,Exaggeration
article763260610,129,"I think WikiLeaks has opened a world of transparency and put flesh on the expression “right to know.” This must explain why he is attacked so much, because that is so threatening.",13591,13770,1,"Loaded Language, Fear Appeal"
article763260610,130,"The enemy to great power is not the likes of the Taliban, it is us.",13771,13838,1,Name Calling
article763260610,135,"It is indeed shocking information but it informs people, and we have Chelsea Manning’s courage to thank for that.",14062,14175,1,Loaded Language
article763440871,9,"REMNANT COMMENT: We here at The Remnant are always eager to promote the home-schooling movement, and this report helps illustrate why.",2171,2305,1,Exaggeration
article763761219,9,"The group also passed a resolution backing red flag laws that allow “family members and law enforcement to seek court permission to temporarily remove guns from a person in crisis.”
“Policies like background checks on all gun sales and Red Flag Laws save lives,” said Karen Freeman-Wilson, mayor of Gary, Indiana, and chair of the conference’s criminal and social justice committee.",1409,1791,1,"Loaded Language, Fear Appeal, Name Calling"
article763761219,10,"“The U.S. Conference of Mayors will continue doing everything in our power to keep our communities safe so that children and families are able to live free of the fear of being gunned down.”
Gun control advocates including the group Everytown for Gun Safety lauded the move.",1792,2066,1,Fear Appeal
article763761219,11,"“Mayors are on the frontlines of America’s gun violence crisis, so it’s no surprise they’re also leading the charge to pass common-sense, life-saving laws,” Everytown President John Fienblatt said in a statement.",2067,2279,1,"Loaded Language, Fear Appeal"
article764609985,4,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",696,798,1,"Loaded Language, Name Calling"
article764609985,5,Whom do you consider to be the most corrupt Democrat Politician?,799,863,1,"Loaded Language, Name Calling"
article764609985,6,Whom do you consider to be the most corrupt Democrat Politician?,864,928,1,"Loaded Language, Name Calling"
article764609985,35,"We see this kind of corruption all over the world, why should believe that these officials could be immune to acting on their personal biases?",6426,6568,1,"Loaded Language, Name Calling"
article764609985,38,"Meaning, the obviously politically biased team that had just cleared the woman that they supported, was now tapped to investigate if the man that they hated was tied to Russian corruption.",6915,7103,1,"Loaded Language, Name Calling"
article764609985,41,"Not only was he slow-playing the Clinton investigation, he may be the only reason she was never charged with a crime.",7253,7370,1,Exaggeration
article764664283,7,"I have never called for such a ban, and oppose in principle the banning of any book.",787,871,1,Exaggeration
article764664283,12,"Wills never mentions Qur’an 9:29, which commands Muslims to wage war against Jews and Christians and subjugate them as inferiors under the rule of Sharia.",1481,1635,1,Exaggeration
article764664283,29,"Wills concludes: “The Qur’an is not as absolute as this, because it always leaves room for God’s inexhaustible mercy and forgiveness” (p. 126).",3966,4109,1,Exaggeration
article764664283,31,"Until one realizes that, in his discussion of apostasy in the Qur’an, Wills has omitted all mention of the primary Qur’anic passage on this topic:
take our poll - story continues below Whom do you consider to be the most corrupt Democrat Politician?",4244,4493,1,"Loaded Language, Name Calling"
article764664283,32,Whom do you consider to be the most corrupt Democrat Politician?,4494,4558,1,"Loaded Language, Name Calling"
article764664283,33,Whom do you consider to be the most corrupt Democrat Politician?,4559,4623,1,"Loaded Language, Name Calling"
article764664283,45,"ISIS quoted the Qur’an extensively in threats to blow up the White House and conquer Rome and Spain; in explaining its priorities in the nations it is targeting in jihad; in preaching to Christians after collecting the jizya (a Qur’an-based tax, cf.",6009,6258,1,"Loaded Language, Fear Appeal"
article764715911,3,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",1061,1163,1,"Loaded Language, Name Calling"
article764715911,4,Whom do you consider to be the most corrupt Democrat Politician?,1164,1228,1,"Loaded Language, Name Calling"
article764715911,5,Whom do you consider to be the most corrupt Democrat Politician?,1229,1293,1,"Loaded Language, Name Calling"
article764715911,10,"This has nothing to do with medicine or health, and far from stupid people running for Congress who spray themselves with pepper spray to tell you how it will be effective to protect your children against a criminal armed with a gun, these people don't used the word ""epidemic"" in their diatribe, though they are on record saying gun violence is a public health crisis.",1667,2036,1,"Loaded Language, Fear Appeal, Name Calling"
article764715911,43,"“People are dying of gun violence in our homes, churches, schools, on street corners and at public gatherings, and it’s important that lawmakers, policy leaders and advocates on all sides seek common ground to address this public health crisis,” said AMA Immediate Past President David O. Barbe, MD, MHA.",6609,6913,1,"Loaded Language, Fear Appeal"
article765029945,20,The attacks here are motivated by a desire for open borders.,1502,1562,1,Fear Appeal
article765197039,1,"Now Farage has apparently decided that if he can’t beat them, he’ll join them — if not on Brexit, then in their stance of denial and appeasement regarding the global jihad threat.’
At a recent dinner of the UK Independence Party (UKIP), which he formerly headed, Farage said: “If dealing with Islamic fundamentalism becomes a battle between us and the entire religion, I’ll tell you the result: we’ll lose.",291,697,1,"Loaded Language, Fear Appeal"
article765197039,6,"The likeliest interpretation of his statement is that he is saying that we must not speak about how jihadis find justification for their actions in the Qur’an and Sunnah, as that will alienate the “moderates.”
take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",1145,1457,1,"Loaded Language, Name Calling"
article765197039,7,Whom do you consider to be the most corrupt Democrat Politician?,1458,1522,1,"Loaded Language, Name Calling"
article765197039,8,Whom do you consider to be the most corrupt Democrat Politician?,1523,1587,1,"Loaded Language, Name Calling"
article765197039,18,"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”
After conquest came dhimmitude, the subjugated status that the Qur’an mandates for “the People of the Book” (primarily Jews and Christians).",2881,3264,1,"Exaggeration, Appeal to Authority"
article765197039,20,"It must be exacted from him directly in order to vilify and humiliate him, so that Islam and its people may be exalted and the race of infidels brought low.",3786,3942,1,General Persuasion
article765197039,26,"Upon them rests the curse of Allah, of the Angels and of man collectively
We must not think that we are at war with the entire religion.",4468,4604,1,General Persuasion
article765385479,0,"Julian Assange

The persecution of Julian Assange must end.",0,59,1,General Persuasion
article765385479,6,"The government has clear diplomatic and moral obligations to protect Australian citizens abroad from gross injustice: in Julian’s case, from a gross miscarriage of justice and the extreme danger that await him should he walk out of the Ecuadorean embassy in London unprotected.",421,698,1,"Loaded Language, Fear Appeal"
article765385479,10,"In 2008, a plan to destroy both WikiLeaks and Assange was laid out in a top secret document dated 8 March, 2008.",1092,1204,1,"Loaded Language, Fear Appeal"
article765385479,12,They described in detail how important it was to destroy the “feeling of trust” that is WikiLeaks’ “centre of gravity”.,1304,1423,1,"Loaded Language, Fear Appeal"
article765385479,13,"Against the State: An ... Llewellyn H. Rockwell Jr. Best Price: $9.95 Buy New $9.95 (as of 06:00 EDT - Details)
This would be achieved, they wrote, with threats of “exposure [and] criminal prosecution” and a unrelenting assault on reputation.",1424,1666,1,"Loaded Language, Fear Appeal, Name Calling"
article765385479,21,"This was the same Clinton who threatened to “obliterate totally” Iran and, who, as U.S. secretary of State in 2011, was one of the instigators of the invasion and destruction of Libya as a modern state, with the loss of 40,000 lives.",2377,2610,1,"Loaded Language, Fear Appeal, Exaggeration"
article765385479,33,"At no time was Assange offered the right of reply to this shocking interview, which Australia’s publicly-funded state broadcaster had a duty to give him.",3970,4123,1,Loaded Language
article765385479,37,"Like a spurned lover, the Guardian aimed its personal, petty, inhuman and craven attacks at a man whose work it once published and profited from.",4441,4586,1,Fear Appeal
article765385479,48,He has never been charged with a crime.,5868,5907,1,Exaggeration
article765385479,52,They willfully ignored the evidence of extreme danger should Assange be extradited to the United States.,6647,6751,1,"Loaded Language, Fear Appeal"
article765385479,59,"They Never Happened
No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done in calling rapacious power to account.",7332,7485,1,Exaggeration
article765385479,62,"He asked why “the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought” of the Soviet Union were well known in the West while America’s imperial crimes “never happened … even while [they] were happening, they never happened.” No Place to Hide: Edwa... Glenn Greenwald Best Price: $1.49 Buy New $3.70 (as of 06:30 EDT - Details)
In its revelations of fraudulent wars (Afghanistan, Iraq) and the bald-faced lies of governments (the Chagos Islands), WikiLeaks has allowed us to glimpse how the imperial game is played in the 21st century.",7839,8418,1,Exaggeration
article765385479,63,That is why Assange is in mortal danger.,8419,8459,1,"Loaded Language, Fear Appeal"
article765913191,0,"US Conference of Mayors Call For More Gun Confiscation Legislation

The United States Conference of Mayors passed several resolutions last week that called for more gun confiscation legislation following all the debate about guns after several shootings, despite the fact that government has never been given authority to restrict or regulate arms.",0,348,1,Exaggeration
article765913191,2,"For example, the organization writes in support of David Hogg's #NeverAgain movement, ""WHEREAS, the U.S. Conference of Mayors has a 50-year history of formally adopting and aggressively promoting strong policies to reduce gun violence, all consistent with its support for the Second Amendment to the Constitution.""",537,851,1,Exaggeration
article765913191,3,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",852,954,1,"Loaded Language, Name Calling"
article765913191,4,Whom do you consider to be the most corrupt Democrat Politician?,955,1019,1,"Loaded Language, Name Calling"
article765913191,5,Whom do you consider to be the most corrupt Democrat Politician?,1020,1084,1,"Loaded Language, Name Calling"
article765913191,14,I think they throw that language in to cover for the fact that they are attacking it head on and attacking the rights of the people.,3490,3622,1,Fear Appeal
article765913191,30,"“The U.S. Conference of Mayors will continue doing everything in our power to keep our communities safe so that children and families are able to live free of the fear of being gunned down.” St. Louis Mayor Lyda Krewson said the new resolutions show mayors will “lead the way in solving our gun violence crisis.” “We wouldn’t be doing our jobs as mayors if we weren’t focusing on gun violence — an issue that threatens the public safety of every community, big and small,” she said.",5513,5995,1,"Loaded Language, Fear Appeal"
article765913191,33,"“Mayors are on the frontlines of America’s gun violence crisis, so it’s no surprise they’re also leading the charge to pass common-sense, life-saving laws,” said Everytown president John Feinblatt.",6314,6511,1,"Loaded Language, Fear Appeal"
article765953146,30,"As his lawyer told reporters, Strzok had “played by the rules,” but been targeted by “unfounded personal attacks, political games and inappropriate information leaks.”
“I hope he comes and portrays himself as a victim,” Trey Gowdy told Fox News.",4889,5134,1,Fear Appeal
article765982381,11,"Where is the voice of conscience to condemn what is happening to Julian Assange, whose only “crime” is publishing documents exposing the criminal activities and corruption of governments and other Establishment elites?",1600,1818,1,"Loaded Language, Name Calling"
article765982381,15,"He has been confined in the Ecuadorian embassy in London for six years —from June 19, 2012—the victim of a scurrilous slander campaign and British threats to arrest him, should he ever step outside.",1972,2170,1,"Loaded Language, Fear Appeal"
article765982381,21,"It is as if a one-way moral screen has been pushed back to expose the imperialism of liberal democracies: the commitment to endless warfare … When Harold Pinter accepted the Nobel Prize for Literature in 2005, he referred to ‘a vast tapestry of lies up on which we feed.’ He asked why ‘the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought’ of the Soviet Union were well known in the West while America’s imperial crimes “never happened … even while [they] were happening, they never happened.’”
WikiLeaks and 9/11: What if?",3083,3654,1,Exaggeration
article765982381,22,"In an op-ed published several years ago by The Los Angeles Times, two members of Veteran Intelligence Professionals for Sanity, Coleen Rowley and Bogdan Dzakovic, pointed out that — If WikiLeaks had been up and running before 9/11 — frustrated FBI investigators might have chosen to leak information that their superiors bottled up, perhaps averting the terrorism attacks.",3655,4027,1,Fear Appeal
article765982381,30,Small wonder that governments with lots to hide feel very threatened.,5379,5448,1,"Loaded Language, Fear Appeal"
article766084411,6,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",991,1093,1,"Loaded Language, Name Calling"
article766084411,7,Whom do you consider to be the most corrupt Democrat Politician?,1094,1158,1,"Loaded Language, Name Calling"
article766084411,8,Whom do you consider to be the most corrupt Democrat Politician?,1159,1223,1,"Loaded Language, Name Calling"
article766084411,13,"The surge of children into the US from various countries south of the border was said to be the result of economics, high crime rates, and actual threats from organized crime entities.",1600,1784,1,"Loaded Language, Fear Appeal"
article766084411,23,"Of course, as with the number of illegal immigrants entering our county, the Feds downplay the actual number which always ends up to be more than quadruple their stated number.",3707,3883,1,Exaggeration
article766632016,0,"Muslim Cleric: “There Were Jews In Islamic Countries & Caliphates, But We Never Killed Them Just For Being Jews”

When he says that Muslims never killed Jews just for being Jews, he is lying, and relying on the historical ignorance of his audience.",0,248,1,Exaggeration
article766632016,4,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",685,787,1,"Loaded Language, Name Calling"
article766632016,5,Whom do you consider to be the most corrupt Democrat Politician?,788,852,1,"Loaded Language, Name Calling"
article766632016,6,Whom do you consider to be the most corrupt Democrat Politician?,853,917,1,"Loaded Language, Name Calling"
article766632016,52,"There were Jews in the Islamic countries and caliphates as well, but we never killed them just for being Jews.",5208,5318,1,Exaggeration
article766632016,53,"No, it never happened.",5319,5341,1,Exaggeration
article766942310,3,But after watching a week of post Singapore summit between Great White Father Trump and delinquent Kim Jong-un I must totally agree with the Economist.,286,437,1,Exaggeration
article766942310,8,"American Raj: Liberati... Eric Margolis Best Price: $5.99 Buy New $45.86 (as of 09:30 EDT - Details) Trump’s objectives, at least initially, were to crush North Korea and the threats it could pose to the United States and its regional allies Japan and South Korea.",1088,1352,1,"Loaded Language, Fear Appeal"
article766942310,10,"Trump knew perfectly well that he could not destroy all of North Korea’s deeply buried nuclear-armed missiles, and, in spite of his huffing and puffing, had no stomach for an invasion of North Korea that could cost the US an estimated 250,000 casualties.",1428,1682,1,"Loaded Language, Fear Appeal"
article766942310,15,"As Trump grandly proclaimed, Americans no longer have to fear North Korea and can sleep peacefully at night!",2052,2160,1,Fear Appeal
article766942310,19,"For Kim, these weapons are purely defensive, designed to prevent a US attack on his nation.",2383,2474,1,Fear Appeal
article766942310,22,"They threaten almost all of South Korea’s capital Seoul north of the Han River and some US military bases and key airfields, notably Osan.",2734,2872,1,"Loaded Language, Fear Appeal"
article766942310,23,This is a very real threat – one that is largely immune to attack from the air.,2873,2952,1,"Loaded Language, Fear Appeal"
article766942310,26,"War at the Top of the ... Eric Margolis Best Price: $2.60 Buy New $24.57 (as of 09:00 EDT - Details)
There is no mention of this artillery threat in the final communiqué issued by Trump and Kim in Singapore.",3080,3287,1,"Loaded Language, Fear Appeal"
article766942310,31,There may be a few gestures of disarmament but Kim must know that his nukes are his means of survival.,3620,3722,1,General Persuasion
article767129999,4,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",576,678,1,"Loaded Language, Name Calling"
article767129999,5,Whom do you consider to be the most corrupt Democrat Politician?,679,743,1,"Loaded Language, Name Calling"
article767129999,6,Whom do you consider to be the most corrupt Democrat Politician?,744,808,1,"Loaded Language, Name Calling"
article769427494,16,"In Newly Obtained Memo, Congress’ Top Cop Said House Democratic Caucus Server VANISHED https://t.co/gTj2UgSZJr via @dailycaller — Luke Rosiak (@lukerosiak) July 2, 2018
A secret memo marked “URGENT” detailed how the House Democratic Caucus’s server went “missing” soon after it became evidence in a cybersecurity probe.",1182,1501,1,General Persuasion
article769427494,17,"The secret memo also said more than “40 House offices may have been victims of IT security violations.”
In the memo, Congress’s top law enforcement official, Sergeant-at-Arms Paul Irving, along with Chief Administrative Officer Phil Kiko, wrote, “We have concluded that the employees [Democratic systems administrator Imran Awan and his family] are an ongoing and serious risk to the House of Representatives, possibly threatening the integrity of our information systems and thereby members’ capacity to serve constituents.”
The memo, addressed to the Committee on House Administration (CHA) and dated Feb. 3, 2017, was recently reviewed and transcribed by The Daily Caller News Foundation.",1502,2193,1,"Loaded Language, Fear Appeal"
article769427494,50,"Chris Gowen — a former aide to Hillary Clinton who is now serving as Imran’s attorney — told TheDCNF, “There is no missing server and never was.”
He didn’t provide any support for his claim, which is contrary to evidence Kiko and Irving presented to Congress.",7108,7367,1,Exaggeration
article769427494,53,But Democrats claim they were never told about any of the cybersecurity issues itemized in the urgent memo.,7753,7860,1,Exaggeration
article769427494,54,"Rep. Jackie Speier — a California Democrat on the House Permanent Select Committee on Intelligence who employed Imran and his wife, Hina Alvi — said she never heard of any missing server.",7861,8048,1,Exaggeration
article769427494,55,Joaquin Castro of Texas — another Democratic intelligence committee member who employed one of the Awans — told TheDCNF that Kiko never told him of any cybersecurity issues whatsoever and that the Awan probe was instead described as a theft issue.,8049,8296,1,Exaggeration
article769427494,59,"Bank fraud does not explain why the Awans were kicked off the House network concurrent with the urgent memo, which did not cite bank fraud.",9025,9164,1,General Persuasion
article769427494,62,"Eighteen months after the evidence was recounted in the urgent memo, prosecution appears to have stalled for reasons not publicly explained.",9612,9752,1,General Persuasion
article769752554,0,"Texas Mom: My Son Was Attacked For Wearing A MAGA Hat At Whataburger

A Texas mother’s teenage son was allegedly attacked at a Whataburger for wearing a MAGA (Make America Great Again) hat.",0,189,1,Fear Appeal
article769962236,0,"Communist Door Boy Attacks Teen Trump Supporter

Down in San Antonio, Texas the dangerous and violent predilections of the left reared its ugly head once again.",0,160,1,"Loaded Language, Fear Appeal"
article769962236,1,A “man” attacked a teenager who was wearing a #MAGA hat.,161,217,1,Fear Appeal
article769962236,2,"The criminal attacker, one Kino Jimenez, took the boy’s hat, yelled at him, and then threw a drink in the boy’s face before walking off (and stealing
the hat ).",218,378,1,"Fear Appeal, Name Calling"
