article_id,sentence_id,sentence_text,start_char,end_char,label,technique,risk_score
article759337941,8,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",575,677,1,"Loaded Language, Name Calling",65
article759337941,8,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",575,677,1,"Loaded Language, Name Calling",65
article759337941,8,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",575,677,1,"Loaded Language, Name Calling",65
article759337941,8,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",575,677,1,"Loaded Language, Name Calling",65
article759337941,8,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",575,677,1,"Loaded Language, Name Calling",65
article759337941,8,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",575,677,1,"Loaded Language, Name Calling",65
article759337941,8,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",575,677,1,"Loaded Language, Name Calling",65
article759337941,8,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",575,677,1,"Loaded Language, Name Calling",65
article759337941,8,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",575,677,1,"Loaded Language, Name Calling",65
article759337941,8,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",575,677,1,"Loaded Language, Name Calling",65
article759337941,8,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",575,677,1,"Loaded Language, Name Calling",65
article759337941,8,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",575,677,1,"Loaded Language, Name Calling",65
article759337941,8,"take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",575,677,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,9,Whom do you consider to be the most corrupt Democrat Politician?,678,742,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,10,Whom do you consider to be the most corrupt Democrat Politician?,743,807,1,"Loaded Language, Name Calling",65
article759337941,11,"* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
Email *
Comments This field is for validation purposes and should be left unchanged.",808,1010,0,None,0
article759337941,12,Completing this poll grants you access to Freedom Outpost updates free of charge.,1011,1092,0,None,0
article759337941,13,You may opt out at anytime.,1093,1120,0,None,0
article759337941,14,You also agree to this site's Privacy Policy and Terms of Use.,1121,1183,0,None,0
article759337941,15,"Hellbent to destroy President Trump, they toil in Soviet fictions and titillating porn stories.",1184,1279,1,"Loaded Language, Fear Appeal",70
article759337941,16,House investigators found the House server was being used for nefarious purposes and the alleged Muslim spies were removing information and sending it for foreign actors.,1280,1450,0,None,0
article759337941,17,"The aides named are Imran Awan, his wife Hina Alvi, his brothers Abid and Jamal, and his friend Rao Abbas, Pakistani-born aides.",1451,1579,0,None,0
article759337941,18,Now we hear the father of Muslim spy ring Imran Awan transferred a USB drive to a Pakistani senator and former head of a Pakistani intelligence agency.,1580,1731,0,None,0
article759337941,19,"CAPITOL POLICE ACCIDENTALLY GAVE EVIDENCE TO HOUSE HACKING SUSPECT’S DEFENSE ATTORNEY By Luke Rosiak on May 24, 2018:
The House IG said Democratic IT aides made unauthorized access to data, but prosecutors haven’t charged them
Democrats appear to want to keep the case out of court; a trial could expose their reckless IT practices
Capitol Police didn’t make arrests despite numerous red flags and then ‘inadvertently’ gave evidence to defense attorneys that was supposed to go to prosecutors
Prosecutors appear to be sharing info with someone on Capitol Hill who is leaking details to the hacking suspect’s lawyer
The Capitol Police turned over a trove of evidence in the alleged Imran Awan House cyberbreach and theft case to the defense attorneys when they were supposed to deliver it to prosecutors instead, according to court documents and a source.",1732,2586,0,None,0
article759337941,20,"And hours after The Daily Caller News Foundation asked prosecutors about the disclosure, Awan’s lawyer said he had learned of the forthcoming story from a source on Capitol Hill.",2587,2765,0,None,0
article759337941,21,TheDCNF had not told anyone other than prosecutors about it.,2766,2826,0,None,0
article759337941,22,"“The cop came to [Awan’s defense attorney] Chris Gowen’s office with a stack of papers … Then he came back and said, ‘I thought you guys were the other party.’ He was very, very angry.",2827,3011,0,None,0
article759337941,23,"But Gowen made copies,” the source, who’s familiar with The Awans, told TheDCNF.",3012,3092,0,None,0
article759337941,24,"Awan, three relatives and a friend ran IT for one in five House Democrats and could read all their emails and files until they were banned on Feb. 2, 2017, for “numerous violations of House security policies.” The violations alleged by the House Office of Inspector General include logging into the House Democratic Caucus server thousands of times without authorization.",3093,3464,0,None,0
article759337941,25,This allegedly occurred during the same period in 2016 the DNC was hacked.,3465,3539,0,None,0
article759337941,26,"Prosecutor Michael Marando alluded to the disclosure of evidence in court on Oct. 6, 2017.",3540,3630,0,None,0
article759337941,27,Article posted with permission from Pamela Geller,3631,3680,0,None,0
article759468687,0,"Ramadan Jihad 2018 Death Toll So Far Is 218

Another Ramadan is upon us, and the jihad death toll so far stands at 218 Infidels, murdered in 53 jihad attacks.",0,158,1,Fear Appeal,55
article759468687,1,Once again this year we see that Ramadan is quintessentially the month of jihad.,159,239,0,None,0
article759468687,2,A jihad group explained it back in 2012: “The month of Ramadan is a month of holy war and death for Allah.,240,346,0,None,0
article759468687,3,"It is a month for fighting the enemies of Allah and God’s messenger, the Jews and their American facilitators.” Referring to a jihad attack that happened at that time, the message continued: “One of our groups aided by Allah managed to bomb a bus full of Jewish tourists, plunderers of holy lands, after careful tracking.",347,668,1,Fear Appeal,55
article759468687,4,"The holy war is not confined to a particular arena and we shall fight the Jews and the Americans until they leave the land of Islam.”
In contrast, President Trump issued a statement claiming that “Ramadan reminds us of the richness Muslims add to the religious tapestry of American life.”
take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?",669,1060,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,5,Whom do you consider to be the most corrupt Democrat Politician?,1061,1125,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,6,Whom do you consider to be the most corrupt Democrat Politician?,1126,1190,1,"Loaded Language, Name Calling",65
article759468687,7,"* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
Email *
Comments This field is for validation purposes and should be left unchanged.",1191,1393,0,None,0
article759468687,8,Completing this poll grants you access to Freedom Outpost updates free of charge.,1394,1475,0,None,0
article759468687,9,You may opt out at anytime.,1476,1503,0,None,0
article759468687,10,You also agree to this site's Privacy Policy and Terms of Use.,1504,1566,0,None,0
article759468687,11,So which is it?,1567,1582,0,None,0
article759468687,12,"Does Ramadan remind us of “the richness Muslims add to the religious tapestry of American life,” or is Ramadan “a month of calamity everywhere for nonbelievers”?",1583,1744,0,None,0
article759468687,13,Islam’s core beliefs make it clear that the latter statement is closer to the truth.,1745,1829,0,None,0
article759468687,14,"During Ramadan, Muslims are exhorted to renew and deepen their devotion to Allah.",1830,1911,0,None,0
article759468687,15,Hence it is a time when they’re supposed to grow more generous and kind toward their fellow Muslims.,1912,2012,0,None,0
article759468687,16,"However, the Qur’an says: “Muhammad is the Messenger of Allah, and those who are with him are severe against disbelievers, and merciful among themselves” (48:29).",2013,2175,0,None,0
article759468687,17,"If the Ramadan imperative is to become more devout, the Muslim who applies himself diligently to the Ramadan observance will simultaneously become more both merciful to his fellow Muslims and more severe against the unbelievers.",2176,2404,0,None,0
article759468687,18,Murdering infidels thus doesn’t contradict the spirit of Ramadan; it embodies it.,2405,2486,0,None,0
article759468687,19,"The Kavkaz Center, a website operated by Chechen jihadists, explained in a 2010 article that the idea of Ramadan as a time for warfare against infidels went back to Muhammad’s time: “The month of Ramadan in the life of the Prophet (pbuh) and the righteous ancestors was a month of forthcoming.",2487,2780,0,None,0
article759468687,20,"The greatest battles during the lifetime of the Prophet (pbuh) occurred in this blessed month, the month of jihad, zeal and enthusiasm.”
Trump was, unfortunately, following the example of his two immediate predecessors when he claimed that “Ramadan reminds us of the richness Muslims add to the religious tapestry of American life,” and was severely misleading the American people.",2781,3162,0,None,0
article759468687,21,"Ironically, even in doing this he is likely to fail to satisfy Muslims, or anyone.",3163,3245,0,None,0
article759468687,22,"After all, after the Trump White House issued a similar statement last year, the Washington Post ran a lengthy piece in which several Muslims explained why the statement was unsatisfactory to them.",3246,3443,0,None,0
article759468687,23,"Shadi Hamid of the Qatar-funded Brookings Institution declared: “Trump has so rarely recognized that American Muslims even exist, but this offers apparent proof that he is aware of our existence.",3444,3639,0,None,0
article759468687,24,Great!,3640,3646,0,None,0
article759468687,25,"Putting all that context aside, it’s offensive and pretty much terrible.”
Why?",3647,3725,0,None,0
article759468687,26,Because Trump had the temerity to mention jihad terrorism.,3726,3784,0,None,0
article759468687,27,"Hamid continued: “We, as American Muslims, shouldn’t be defined solely in our relationship to bad things that we have nothing to do with.",3785,3922,0,None,0
article759468687,28,"We’re also normal people who happen to be Muslim and to see us and our history in America so narrowly is plain out offensive.”
What is actually offensive is that Hamid would try in this way to absolve the Muslim community of any responsibility to root out jihad terrorist from its midst.",3923,4210,0,None,0
